m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12190"
"2012-11-01 00:00:00","c++","6247"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13524"
"2012-11-01 00:00:00","javascript","12287"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11697"
"2012-11-01 00:00:00","python","6378"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2125"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10897"
"2012-12-01 00:00:00","c++","5667"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12348"
"2012-12-01 00:00:00","javascript","11697"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10976"
"2012-12-01 00:00:00","python","5730"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12701"
"2013-01-01 00:00:00","c++","6009"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13637"
"2013-01-01 00:00:00","javascript","13733"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12793"
"2013-01-01 00:00:00","python","6540"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3083"
"2013-02-01 00:00:00","c#","12438"
"2013-02-01 00:00:00","c++","6037"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13612"
"2013-02-01 00:00:00","javascript","13572"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12445"
"2013-02-01 00:00:00","python","6706"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3413"
"2013-03-01 00:00:00","c#","14186"
"2013-03-01 00:00:00","c++","7150"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15820"
"2013-03-01 00:00:00","javascript","15214"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14007"
"2013-03-01 00:00:00","python","7583"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13813"
"2013-04-01 00:00:00","c++","7081"
"2013-04-01 00:00:00","delphi","507"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16107"
"2013-04-01 00:00:00","javascript","15232"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13306"
"2013-04-01 00:00:00","python","7896"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13371"
"2013-05-01 00:00:00","c++","6793"
"2013-05-01 00:00:00","delphi","526"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15141"
"2013-05-01 00:00:00","javascript","14965"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12989"
"2013-05-01 00:00:00","python","7773"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12693"
"2013-06-01 00:00:00","c++","6167"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13814"
"2013-06-01 00:00:00","javascript","14491"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12606"
"2013-06-01 00:00:00","python","7558"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2214"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","295"
"2013-07-01 00:00:00","c","2989"
"2013-07-01 00:00:00","c#","14061"
"2013-07-01 00:00:00","c++","6543"
"2013-07-01 00:00:00","delphi","503"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15042"
"2013-07-01 00:00:00","javascript","16703"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14199"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13749"
"2013-08-01 00:00:00","c++","6213"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14924"
"2013-08-01 00:00:00","javascript","16725"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14196"
"2013-08-01 00:00:00","python","7906"
"2013-08-01 00:00:00","r","1910"
"2013-08-01 00:00:00","ruby","2473"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3365"
"2013-09-01 00:00:00","c#","13652"
"2013-09-01 00:00:00","c++","6490"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16115"
"2013-09-01 00:00:00","javascript","17567"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14105"
"2013-09-01 00:00:00","python","7916"
"2013-09-01 00:00:00","r","1702"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4213"
"2013-10-01 00:00:00","c#","15094"
"2013-10-01 00:00:00","c++","7910"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18566"
"2013-10-01 00:00:00","javascript","19586"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15168"
"2013-10-01 00:00:00","python","9435"
"2013-10-01 00:00:00","r","2079"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","416"
"2013-11-01 00:00:00","c","4249"
"2013-11-01 00:00:00","c#","14479"
"2013-11-01 00:00:00","c++","8061"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18570"
"2013-11-01 00:00:00","javascript","18344"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14697"
"2013-11-01 00:00:00","python","9441"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","354"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13529"
"2013-12-01 00:00:00","c++","6959"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17301"
"2013-12-01 00:00:00","javascript","17902"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14254"
"2013-12-01 00:00:00","python","8395"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2428"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","337"
"2014-01-01 00:00:00","c","3708"
"2014-01-01 00:00:00","c#","15222"
"2014-01-01 00:00:00","c++","7631"
"2014-01-01 00:00:00","delphi","486"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18533"
"2014-01-01 00:00:00","javascript","20968"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16620"
"2014-01-01 00:00:00","python","9794"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2747"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3950"
"2014-02-01 00:00:00","c#","15027"
"2014-02-01 00:00:00","c++","7613"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19073"
"2014-02-01 00:00:00","javascript","21001"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16353"
"2014-02-01 00:00:00","python","9842"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","ruby","2591"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c","4531"
"2014-03-01 00:00:00","c#","16054"
"2014-03-01 00:00:00","c++","8613"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21760"
"2014-03-01 00:00:00","javascript","22494"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18142"
"2014-03-01 00:00:00","python","11354"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2937"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3972"
"2014-04-01 00:00:00","c#","15190"
"2014-04-01 00:00:00","c++","8071"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20666"
"2014-04-01 00:00:00","javascript","21264"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17470"
"2014-04-01 00:00:00","python","10678"
"2014-04-01 00:00:00","r","2715"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3235"
"2014-05-01 00:00:00","c#","13795"
"2014-05-01 00:00:00","c++","6726"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17782"
"2014-05-01 00:00:00","javascript","19610"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14593"
"2014-05-01 00:00:00","python","9179"
"2014-05-01 00:00:00","r","2572"
"2014-05-01 00:00:00","ruby","2667"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2751"
"2014-06-01 00:00:00","c#","12385"
"2014-06-01 00:00:00","c++","5614"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15764"
"2014-06-01 00:00:00","javascript","18151"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12860"
"2014-06-01 00:00:00","python","8859"
"2014-06-01 00:00:00","r","2385"
"2014-06-01 00:00:00","ruby","2323"
"2014-06-01 00:00:00","swift","2381"
"2014-07-01 00:00:00","assembly","213"
"2014-07-01 00:00:00","c","2809"
"2014-07-01 00:00:00","c#","13560"
"2014-07-01 00:00:00","c++","6230"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17232"
"2014-07-01 00:00:00","javascript","19970"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14152"
"2014-07-01 00:00:00","python","9858"
"2014-07-01 00:00:00","r","2619"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2666"
"2014-08-01 00:00:00","c#","12406"
"2014-08-01 00:00:00","c++","5839"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15607"
"2014-08-01 00:00:00","javascript","18317"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13094"
"2014-08-01 00:00:00","python","9069"
"2014-08-01 00:00:00","r","2457"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","275"
"2014-09-01 00:00:00","c","3211"
"2014-09-01 00:00:00","c#","12249"
"2014-09-01 00:00:00","c++","6143"
"2014-09-01 00:00:00","delphi","443"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16543"
"2014-09-01 00:00:00","javascript","17992"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13231"
"2014-09-01 00:00:00","python","8721"
"2014-09-01 00:00:00","r","2353"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3777"
"2014-10-01 00:00:00","c#","12463"
"2014-10-01 00:00:00","c++","6785"
"2014-10-01 00:00:00","delphi","408"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17746"
"2014-10-01 00:00:00","javascript","18791"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13462"
"2014-10-01 00:00:00","python","9538"
"2014-10-01 00:00:00","r","2759"
"2014-10-01 00:00:00","ruby","2337"
"2014-10-01 00:00:00","swift","2453"
"2014-11-01 00:00:00","assembly","379"
"2014-11-01 00:00:00","c","3637"
"2014-11-01 00:00:00","c#","11788"
"2014-11-01 00:00:00","c++","6514"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17690"
"2014-11-01 00:00:00","javascript","17868"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12917"
"2014-11-01 00:00:00","python","9521"
"2014-11-01 00:00:00","r","2694"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2543"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c","3138"
"2014-12-01 00:00:00","c#","11014"
"2014-12-01 00:00:00","c++","6036"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16241"
"2014-12-01 00:00:00","javascript","16881"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12224"
"2014-12-01 00:00:00","python","9004"
"2014-12-01 00:00:00","r","2349"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","swift","2474"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11696"
"2015-01-01 00:00:00","c++","6103"
"2015-01-01 00:00:00","delphi","377"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16453"
"2015-01-01 00:00:00","javascript","18432"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13519"
"2015-01-01 00:00:00","python","9647"
"2015-01-01 00:00:00","r","2671"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","swift","3040"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3354"
"2015-02-01 00:00:00","c#","11747"
"2015-02-01 00:00:00","c++","6446"
"2015-02-01 00:00:00","delphi","413"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16673"
"2015-02-01 00:00:00","javascript","18566"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13447"
"2015-02-01 00:00:00","python","10165"
"2015-02-01 00:00:00","r","2956"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3227"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c","3905"
"2015-03-01 00:00:00","c#","13217"
"2015-03-01 00:00:00","c++","7363"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19661"
"2015-03-01 00:00:00","javascript","20429"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14835"
"2015-03-01 00:00:00","python","11544"
"2015-03-01 00:00:00","r","3553"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3583"
"2015-04-01 00:00:00","assembly","434"
"2015-04-01 00:00:00","c","3942"
"2015-04-01 00:00:00","c#","13041"
"2015-04-01 00:00:00","c++","7117"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","387"
"2015-04-01 00:00:00","java","19711"
"2015-04-01 00:00:00","javascript","20826"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14892"
"2015-04-01 00:00:00","python","11384"
"2015-04-01 00:00:00","r","3313"
"2015-04-01 00:00:00","ruby","2498"
"2015-04-01 00:00:00","swift","4001"
"2015-05-01 00:00:00","assembly","366"
"2015-05-01 00:00:00","c","3512"
"2015-05-01 00:00:00","c#","13313"
"2015-05-01 00:00:00","c++","6790"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18464"
"2015-05-01 00:00:00","javascript","22048"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14490"
"2015-05-01 00:00:00","python","11178"
"2015-05-01 00:00:00","r","3413"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3783"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3159"
"2015-06-01 00:00:00","c#","13487"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17775"
"2015-06-01 00:00:00","javascript","22527"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14289"
"2015-06-01 00:00:00","python","11762"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4313"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14071"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18612"
"2015-07-01 00:00:00","javascript","23865"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15289"
"2015-07-01 00:00:00","python","12282"
"2015-07-01 00:00:00","r","3979"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5133"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13195"
"2015-08-01 00:00:00","c++","5858"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","447"
"2015-08-01 00:00:00","java","17031"
"2015-08-01 00:00:00","javascript","22089"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14173"
"2015-08-01 00:00:00","python","11194"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5072"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12896"
"2015-09-01 00:00:00","c++","5901"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16885"
"2015-09-01 00:00:00","javascript","21326"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13452"
"2015-09-01 00:00:00","python","10935"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3667"
"2015-10-01 00:00:00","c#","12764"
"2015-10-01 00:00:00","c++","7030"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18477"
"2015-10-01 00:00:00","javascript","21736"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13832"
"2015-10-01 00:00:00","python","12452"
"2015-10-01 00:00:00","r","3669"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3602"
"2015-11-01 00:00:00","c#","12339"
"2015-11-01 00:00:00","c++","7073"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17701"
"2015-11-01 00:00:00","javascript","21179"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13228"
"2015-11-01 00:00:00","python","12255"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3083"
"2015-12-01 00:00:00","c#","12103"
"2015-12-01 00:00:00","c++","6542"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16484"
"2015-12-01 00:00:00","javascript","21003"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13647"
"2015-12-01 00:00:00","python","11616"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3033"
"2016-01-01 00:00:00","c#","12326"
"2016-01-01 00:00:00","c++","6087"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16559"
"2016-01-01 00:00:00","javascript","22429"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14464"
"2016-01-01 00:00:00","python","12313"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3267"
"2016-02-01 00:00:00","c#","12695"
"2016-02-01 00:00:00","c++","6536"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17773"
"2016-02-01 00:00:00","javascript","22377"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14819"
"2016-02-01 00:00:00","python","13215"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4737"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3431"
"2016-03-01 00:00:00","c#","13555"
"2016-03-01 00:00:00","c++","6995"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19791"
"2016-03-01 00:00:00","javascript","23979"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15020"
"2016-03-01 00:00:00","python","14025"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13660"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19397"
"2016-04-01 00:00:00","javascript","23351"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14359"
"2016-04-01 00:00:00","python","13589"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4735"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13453"
"2016-05-01 00:00:00","c++","6111"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16936"
"2016-05-01 00:00:00","javascript","22889"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14342"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2292"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5694"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15863"
"2016-06-01 00:00:00","javascript","22059"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13542"
"2016-06-01 00:00:00","python","12866"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4780"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2341"
"2016-07-01 00:00:00","c#","11943"
"2016-07-01 00:00:00","c++","5446"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14879"
"2016-07-01 00:00:00","javascript","22092"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12832"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3740"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12682"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","567"
"2016-08-01 00:00:00","java","15132"
"2016-08-01 00:00:00","javascript","22571"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12822"
"2016-08-01 00:00:00","python","12874"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4887"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5122"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14589"
"2016-09-01 00:00:00","javascript","20343"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12044"
"2016-09-01 00:00:00","python","12296"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11422"
"2016-10-01 00:00:00","c++","5952"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15252"
"2016-10-01 00:00:00","javascript","20353"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12163"
"2016-10-01 00:00:00","python","13461"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3253"
"2016-11-01 00:00:00","c#","11615"
"2016-11-01 00:00:00","c++","6048"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15589"
